PathPPS_len,PathPPS_time,Real_len,Acc
114,1447000,1596,0.7543859649122807
199,3337000,2786,0.8291457286432161
237,3564000,3318,0.6624472573839663
142,2047000,1988,0.7605633802816901
279,3381000,3906,0.6129032258064516
140,1818000,1960,0.7428571428571429
255,4576000,3570,0.788235294117647
143,2328000,2002,0.8601398601398601
77,3466000,1078,0.7142857142857143
183,4129000,2562,0.6612021857923497
406,4034000,5684,0.5221674876847291
169,2081000,2366,0.893491124260355
316,4818000,4424,0.5063291139240507
135,2489000,1890,0.6888888888888889
137,2916000,1918,0.6788321167883211
189,2891000,2646,0.7142857142857143
227,2807000,3178,0.6035242290748899
281,3493000,3934,0.5871886120996441
184,2425000,2576,0.7065217391304348
26,1469000,364,1.0
154,2625000,2156,0.5454545454545454
227,2757000,3178,0.5682819383259912
3,1306000,42,1.0
11,1553000,154,1.0
383,4592000,5362,0.3838120104438642
145,3081000,2030,0.8482758620689655
143,2918000,2002,0.7482517482517482
291,3408000,4074,0.6563573883161512
67,2034000,938,0.6716417910447762
68,1694000,952,0.9411764705882353
138,3318000,1932,0.782608695652174
234,4649000,3276,0.7521367521367521
64,1789000,896,0.75
144,2689000,2016,0.7222222222222222
417,6707000,5838,0.7266187050359713
214,2588000,2996,0.8411214953271028
192,2886000,2688,0.75
267,3754000,3738,0.8576779026217228
230,4672000,3220,0.7913043478260869
233,3338000,3262,0.7939914163090128
170,2409000,2380,0.6588235294117647
117,1786000,1638,0.5555555555555556
175,2695000,2450,0.5428571428571428
206,2953000,2884,0.9029126213592233
343,3195000,4802,0.5276967930029155
234,2969000,3276,0.6324786324786325
186,2396000,2604,0.5806451612903226
227,4075000,3178,0.7092511013215859
393,6134000,5502,0.5165394402035624
142,3177000,1988,0.7887323943661971
233,3107000,3262,0.5708154506437768
179,2520000,2506,0.8100558659217877
298,2941000,4172,0.5838926174496645
152,2691000,2128,0.75
210,4279000,2940,0.5523809523809524
54,1789000,756,0.7407407407407407
215,3756000,3010,0.5255813953488372
260,3070000,3640,0.5384615384615384
127,2482000,1778,0.6692913385826772
211,4687000,2954,0.5639810426540285
221,2846000,3094,0.5384615384615384
114,2287000,1596,0.8245614035087719
87,1933000,1218,0.7471264367816092
