PathPPS_len,PathPPS_time,Real_len,Acc
34,1250000,2176,1.0
74,1260000,4736,1.0
68,1238000,4352,0.9411764705882353
7,1073000,448,1.0
57,1209000,3648,0.9649122807017544
16,1145000,1024,1.0
67,1126000,4288,0.9402985074626866
9,917000,576,1.0
36,1001000,2304,1.0
14,895000,896,1.0
83,1169000,5312,1.0
127,1387000,8128,1.0
16,1483000,1024,1.0
46,1178000,2944,0.9130434782608695
48,975000,3072,0.9166666666666666
93,1105000,5952,0.8924731182795699
86,1100000,5504,1.0
110,1302000,7040,0.8181818181818182
39,945000,2496,1.0
77,1002000,4928,0.6883116883116883
22,860000,1408,1.0
2,803000,128,1.0
77,1013000,4928,0.948051948051948
71,990000,4544,0.9436619718309859
21,870000,1344,1.0
65,1048000,4160,0.9076923076923077
111,1162000,7104,1.0
24,869000,1536,1.0
52,957000,3328,1.0
65,1006000,4160,0.7230769230769231
67,2143000,4288,0.9104477611940298
106,1509000,6784,0.9056603773584906
120,1503000,7680,0.9666666666666667
110,1460000,7040,0.8181818181818182
79,1125000,5056,1.0
35,1220000,2240,1.0
1,836000,64,1.0
10,837000,640,1.0
42,942000,2688,1.0
72,1226000,4608,1.0
59,1143000,3776,1.0
9,891000,576,1.0
35,1138000,2240,1.0
41,1270000,2624,1.0
69,1216000,4416,1.0
66,1280000,4224,0.6666666666666666
80,1221000,5120,1.0
100,1598000,6400,1.0
56,1226000,3584,1.0
31,1073000,1984,1.0
17,992000,1088,1.0
78,1187000,4992,0.6410256410256411
21,993000,1344,1.0
32,1015000,2048,1.0
15,985000,960,1.0
25,1146000,1600,1.0
37,988000,2368,1.0
76,1069000,4864,0.9736842105263158
20,1777000,1280,1.0
34,1297000,2176,1.0
48,1197000,3072,1.0
28,940000,1792,1.0
64,1025000,4096,0.71875
91,1122000,5824,1.0
58,1001000,3712,1.0
64,965000,4096,1.0
42,906000,2688,1.0
74,1046000,4736,1.0
58,1143000,3712,1.0
90,1119000,5760,1.0
31,884000,1984,0.9354838709677419
77,1065000,4928,1.0
58,920000,3712,1.0
46,924000,2944,0.9130434782608695
85,1124000,5440,1.0
84,1288000,5376,0.9285714285714286
2,1115000,128,1.0
HCM(ms):,158.43,MapSize(B):,1310800
